order_id,sale_date,sku,product_name,category,customer_name,region,quantity,unit_price,revenue,cost,sales_rep
ORD-9498639,19/07/2023,SKU-014,Electronics Item SKU-014,ELECTRONICS,Blake and Sons,West,1,1037.76,1037.76,481.63,Aaron Nguyen
ORD-9427002,12-Aug-2023,SKU-028,Electronics Item SKU-028,Electronics,"Mccall, Hanson and Alvarado",Central,10,802.38,8023.8,3758.96,Amanda Murphy
ORD-1764815,15-Jan-2023,SKU-030,Office Supplies Item SKU-030,Office Supplies,"Martin, Rose and Obrien",East,23,74.05,1703.15,776.94,Gabriela Martinez
ORD-3311667,21-Mar-2023,SKU-028,Electronics Item SKU-028,electronics,"Bentley, Byrd and Orr",North,32,925.92,29629.44,18582.38,Anthony Cook II
ORD-8228437,2023-06-23,SKU-034,Furniture Item SKU-034,Furniture,Dudley Group,North,49,832.08,40771.92,20212.68,Amy Nelson
ORD-1936000,07/22/2023,SKU-028,Electronics Item SKU-028,Electronics,Medina-Navarro,East,49,254.7,12480.3,7146.42,Elizabeth James
ORD-7386662,21-Dec-2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,Williams and Sons,West,36,121.95,4390.2,1940.11,Natalie Kennedy
ORD-7061978,06/20/2023,SKU-032,Clothing Item SKU-032,CLOTHING,Chandler-Edwards,North,44,89.56,3940.64,1456.24,Stephen Davis
ORD-1385374,14-Mar-2023,SKU-024,Furniture Item SKU-024,Furniture,Nolan and Sons,East,14,828.64,11600.96,6486.22,Maria Sims
ORD-6468980,10-Dec-2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,Johnson-Carlson,South,78,24.27,1893.06,1809.35,Dustin Atkins Jr.
ORD-2543867,04/10/2023,SKU-022,Food & Beverage Item SKU-022,Food & Beverage,Walsh LLC,Central,47,63.77,2997.19,1534.09,Pamela Torres
ORD-5333341,2023-11-24,SKU-024,Furniture Item SKU-024,Furniture,Stafford Inc,West,-6,273.36,,978.65,John Young
ORD-7919142,06/17/2023,SKU-032,Clothing Item SKU-032,CLOTHING,Hernandez Inc,Central,40,95.78,3831.2,1626.43,Elijah Johnson
ORD-4586506,31/01/2023,SKU-010,Food & Beverage Item SKU-010,Food & Beverage,Dickson-Brady,Central,35,34.23,1198.05,664.44,Robert Roach
ORD-9907938,2023-10-23,SKU-005,Furniture Item SKU-005,Furniture,Abbott-Munoz,East,32,303.13,9700.16,5700.52,Doris Brown
ORD-1834507,25-Sep-2023,SKU-007,Electronics Item SKU-007,Electronics,"Shields, Cochran and Adams",South,48,264.94,12717.12,7480.45,Luis Smith
ORD-9488686,01/21/2023,SKU-001,Electronics Item SKU-001,ELECTRONICS,Medina-Navarro,East,10,764.04,7640.4,4689.05,Melanie Reed
ORD-9950391,01/09/2023,SKU-018,Food & Beverage Item SKU-018,FOOD & BEVERAGE,Spence PLC,East,50,44.38,2219.0,,Thomas Duran
ORD-5600609,15/03/2023,SKU-099,Office Supplies Item SKU-099,Office Supplies,Howell and Sons,West,62,51.82,3212.84,3177.76,Marcia Robinson
ORD-1101935,23/03/2023,SKU-023,Office Supplies Item SKU-023,OFFICE SUPPLIES,Lewis-Murphy,East,16,81.84,1309.44,536.85,Samantha Parker
ORD-1950991,2023-04-17,SKU-036,Electronics Item SKU-036,electronics,Meadows PLC,North,43,1103.9,47467.7,22717.66,Nicholas Vega
ORD-2609837,10-Oct-2023,SKU-024,Furniture Item SKU-024,Furniture,Doyle Ltd,Central,37,833.44,30837.28,17900.34,Courtney Tate
ORD-4005495,10/09/2023,SKU-024,Furniture Item SKU-024,FURNITURE,"Evans, Stewart and Walton",East,33,810.28,26739.24,14906.93,Roy Howard
ORD-7393623,07/30/2023,SKU-031,Clothing Item SKU-031,CLOTHING,Smith-Bowen,Central,20,114.42,2288.4,1138.92,Marie Friedman
ORD-1962308,11/10/2023,SKU-014,Electronics Item SKU-014,ELECTRONICS,Nolan and Sons,Central,48,1108.6,53212.8,33234.77,Mark Cox
ORD-1775541,12-May-2023,SKU-016,Furniture Item SKU-016,Furniture,Manning Group,East,50,751.35,37567.5,22387.13,Lisa Sheppard
ORD-4561241,2023-05-11,SKU-014,Electronics Item SKU-014,Electronics,"Rodriguez, Brennan and Garrison",South,25,552.54,13813.5,7464.53,Victoria Stevenson
ORD-6346637,29-Jan-2023,SKU-024,Furniture Item SKU-024,FURNITURE,Walker-Jones,Central,23,870.99,,8738.79,Terri Pennington
ORD-1015341,05/03/2023,SKU-033,Furniture Item SKU-033,Furniture,"Gould, Marshall and Scott",South,21,842.52,17692.92,8057.89,Steven Carter
ORD-7060340,28-Jul-2023,SKU-030,Office Supplies Item SKU-030,OFFICE SUPPLIES,Rodriguez LLC,West,8,123.66,989.28,465.62,Christine Murray
ORD-2924217,03/13/2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,Russell-Daniels,West,10,148.16,1481.6,644.85,Taylor Jacobs
ORD-3102107,06/09/2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,"Hernandez, Thompson and Boyd",East,81,9.27,750.87,731.03,Mitchell Price
ORD-7979059,09/11/2023,SKU-032,Clothing Item SKU-032,Clothing,Wright and Sons,Central,18,67.03,1206.54,466.63,Katherine Young
ORD-5445763,2023-07-19,SKU-027,Clothing Item SKU-027,Clothing,Chandler-Edwards,North,9,239.45,2155.05,1019.64,Kevin Hall
ORD-7808066,07-May-2023,SKU-007,Electronics Item SKU-007,Electronics,Wells Inc,North,50,449.08,22454.0,10237.68,Jason Quinn
ORD-7150740,20-Mar-2023,SKU-029,Furniture Item SKU-029,Furniture,Reed Group,East,48,229.52,11016.96,6264.26,Carla Briggs
ORD-2464604,2023-02-10,SKU-016,Furniture Item SKU-016,Furniture,Johnson-Carlson,East,3,403.74,1211.22,691.35,Jerry Peters
ORD-9871649,2023-10-14,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,Reid-Poole,South,9,75.08,675.72,369.07,Crystal Gregory
ORD-2958634,10/09/2023,SKU-037,Electronics Item SKU-037,ELECTRONICS,Dudley Group,North,25,389.49,9737.25,5954.01,Brooke Quinn
ORD-3618852,02/03/2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,Baxter Inc,Central,16,49.12,785.92,326.22,Robert Lane
ORD-2088598,31/12/2023,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,Wells Inc,East,37,43.87,1623.19,1055.54,Jonathan Dorsey Jr.
ORD-7024113,01/16/2023,SKU-012,Electronics Item SKU-012,Electronics,"Robinson, Jones and Welch",North,27,724.0,19548.0,10104.71,Nicholas Henderson
ORD-2417992,04/04/2023,SKU-002,Electronics Item SKU-002,Electronics,Ramirez Group,North,48,1018.25,48876.0,28635.68,Jennifer Fuentes
ORD-2831981,15/10/2023,SKU-035,Clothing Item SKU-035,Clothing,Dudley Group,West,40,57.6,2304.0,756.18,Shane Becker PhD
ORD-5814049,03/05/2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,Hill Inc,South,2,79.27,158.54,82.6,Rachel Turner
ORD-6931382,01-Aug-2023,SKU-007,Electronics Item SKU-007,Electronics,Stein-Silva,West,39,1025.91,40010.49,23902.89,Kenneth White
ORD-1875154,13-Jun-2023,SKU-013,Electronics Item SKU-013,Electronics,Howell and Sons,Central,24,699.63,16791.12,8066.07,John Duncan
ORD-7395628,2023-06-07,SKU-010,Food & Beverage Item SKU-010,Food & Beverage,Scott Ltd,North,19,32.33,614.27,349.97,Eric Lowery
ORD-7774826,2023-10-26,SKU-031,Clothing Item SKU-031,Clothing,"Flowers, Martin and Kelly",South,-15,112.12,1681.8,692.79,Samantha Todd
ORD-5434109,2023-09-06,SKU-005,Furniture Item SKU-005,Furniture,Marshall-Petersen,Central,14,367.71,5147.94,2116.41,Rebecca Hamilton
ORD-5451032,03-Jan-2023,SKU-022,Food & Beverage Item SKU-022,Food & Beverage,"Harris, Collins and Carney",Central,29,67.15,1947.35,1011.11,Antonio Jones
ORD-5928435,2023-11-13,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,,Central,49,60.23,2951.27,1684.56,Paul Ford
ORD-9036449,26-Jan-2023,SKU-016,Furniture Item SKU-016,FURNITURE,Garcia-James,West,18,832.79,14990.22,8108.61,Vincent Novak
ORD-2049645,04-Jun-2023,SKU-014,Electronics Item SKU-014,Electronics,Walker-Jones,North,34,534.0,18156.0,8536.88,Rebecca Herrera
ORD-9207371,24-Jul-2023,SKU-023,Office Supplies Item SKU-023,Office Supplies,King-Miller,Central,45,125.69,5656.05,2147.78,Brandon Lopez
ORD-6240913,2023-02-25,SKU-027,Clothing Item SKU-027,Clothing,Short-Garcia,North,23,164.5,3783.5,1722.77,Erin Daniels
ORD-5317535,01/13/2023,SKU-036,Electronics Item SKU-036,Electronics,May-Ross,East,26,662.39,,10391.62,Madison Pierce
ORD-7546043,2023-10-11,SKU-001,Electronics Item SKU-001,Electronics,"Rivera, Johnson and Wiley",South,19,894.08,16987.52,,Jeffrey Horne
ORD-1141275,09/24/2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,Salazar-Ball,West,28,54.85,1535.8,575.1,Nancy Peterson
ORD-7957788,19/01/2023,SKU-017,Food & Beverage Item SKU-017,FOOD & BEVERAGE,Wagner-King,South,39,65.39,2550.21,1714.68,April Stout
ORD-5544401,11/26/2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,Dudley Group,East,23,41.04,943.92,564.05,Stacy Perez
ORD-4435348,22-Nov-2023,SKU-004,Furniture Item SKU-004,Furniture,Mccarthy Inc,East,35,562.21,19677.35,10585.31,Courtney Medina
ORD-1763562,2023-03-01,SKU-005,Furniture Item SKU-005,Furniture,"Brooks, Lam and Hayes",West,7,442.36,3096.52,1533.42,Jonathan James
ORD-9799801,05/09/2023,SKU-099,Office Supplies Item SKU-099,Office Supplies,Rodriguez LLC,South,76,51.43,3908.68,3745.92,Samuel Russell
ORD-4835916,10-Jun-2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,"Mcclain, Miller and Henderson",South,49,40.8,1999.2,1033.6,Tony Brown
ORD-8375951,2023-07-12,SKU-021,Furniture Item SKU-021,FURNITURE,Howell and Sons,Central,1,836.74,836.74,395.49,Travis Johnson
ORD-7539332,18/07/2023,SKU-037,Electronics Item SKU-037,Electronics,Salazar-Ball,North,15,418.32,6274.8,3404.2,Dr. Laura Harris
ORD-9705125,27/12/2023,SKU-002,Electronics Item SKU-002,Electronics,"Baker, Mason and White",South,47,804.5,37811.5,17042.6,Jill Harris
ORD-7692188,01/11/2023,SKU-002,Electronics Item SKU-002,Electronics,Lewis-Murphy,South,24,141.81,3403.44,2174.08,Rebecca Taylor
ORD-5279932,2023-04-19,SKU-009,Electronics Item SKU-009,Electronics,"Alvarado, Miller and Patterson",East,23,397.08,9132.84,,James Mitchell
ORD-4375888,01/03/2023,SKU-030,Office Supplies Item SKU-030,OFFICE SUPPLIES,"Wright, Garcia and Deleon",North,19,53.46,1015.74,463.47,Paige Webster
ORD-1286487,01/24/2023,SKU-031,Clothing Item SKU-031,CLOTHING,Stein-Silva,South,8,138.7,1109.6,,Shirley Hill
ORD-3707494,12/31/2023,SKU-099,Office Supplies Item SKU-099,Office Supplies,Williams PLC,East,85,10.18,865.3,853.99,Nathan Allen
ORD-6739511,2023-09-17,SKU-099,Office Supplies Item SKU-099,office supplies,"Walter, Edwards and Rios",North,98,44.04,4315.92,4268.66,Willie Hunter
ORD-8628467,11/10/2023,SKU-036,Electronics Item SKU-036,Electronics,"Tran, Jordan and Williams",Central,7,317.59,2223.13,1167.05,Matthew Santiago
ORD-9539177,16-Mar-2023,SKU-007,Electronics Item SKU-007,Electronics,Ross LLC,South,23,1043.84,,12884.05,Robert Salazar
ORD-7688954,2023-11-16,SKU-031,Clothing Item SKU-031,Clothing,Burton Ltd,West,10,133.11,1331.1,553.54,Lori Strickland
ORD-6577353,2023-01-17,SKU-024,Furniture Item SKU-024,Furniture,Harrell LLC,East,30,380.14,11404.2,5716.75,Timothy Gutierrez
ORD-6546440,25/03/2023,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,"Mccall, Hanson and Alvarado",East,32,45.18,1445.76,842.26,John Brock
ORD-8542616,07/06/2023,SKU-035,Clothing Item SKU-035,CLOTHING,"Turner, Riggs and Roman",North,8,187.66,1501.28,556.88,Michael Bell
ORD-8775970,20/06/2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,Hernandez Ltd,South,44,42.64,1876.16,938.73,Pamela Davis
ORD-3392356,01/12/2023,SKU-016,Furniture Item SKU-016,Furniture,King-Miller,South,1,551.69,551.69,248.41,Bradley Davis
ORD-9802654,15/12/2023,SKU-032,Clothing Item SKU-032,Clothing,Hancock and Sons,North,48,107.06,5138.88,1982.51,Christopher Pierce
ORD-7852215,18-May-2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,Jones Inc,South,26,63.42,1648.92,782.19,Christina Mendoza
ORD-8570230,03/24/2023,SKU-022,Food & Beverage Item SKU-022,food & beverage,Medina-Navarro,East,13,42.05,546.65,330.49,Mr. Edgar Jefferson
ORD-5525254,29/12/2023,SKU-038,Office Supplies Item SKU-038,office supplies,Smith-Bowen,North,35,81.91,2866.85,1185.19,Mitchell Foster
ORD-9219877,03/02/2023,SKU-037,Electronics Item SKU-037,Electronics,Marshall-Petersen,Central,46,790.58,36366.68,19107.13,Sharon Clay
ORD-5189227,29-Jul-2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,"Harvey, Davis and Crane",West,27,74.91,2022.57,1082.48,Alan Cox
ORD-6163197,02/20/2023,SKU-013,Electronics Item SKU-013,Electronics,Henderson-Bernard,West,42,985.6,41395.2,22193.07,Evelyn Banks
ORD-9615106,01/07/2023,SKU-001,Electronics Item SKU-001,Electronics,Salazar-Ball,South,20,874.35,17487.0,8984.59,Anita Nielsen
ORD-3022334,24/12/2023,SKU-035,Clothing Item SKU-035,Clothing,Novak PLC,North,32,185.74,5943.68,2855.62,Cristina Delgado
ORD-5066398,04/23/2023,SKU-037,Electronics Item SKU-037,Electronics,,South,7,957.67,6703.69,3429.23,Nancy Harris
ORD-1750150,11/24/2023,SKU-013,Electronics Item SKU-013,Electronics,,East,36,126.21,4543.56,2262.86,William Medina
ORD-3108240,13-Aug-2023,SKU-029,Furniture Item SKU-029,Furniture,"Patterson, Smith and Jones",North,15,184.36,2765.4,1303.59,Adam Turner
ORD-7644275,2023-11-14,SKU-031,Clothing Item SKU-031,Clothing,Rodriguez LLC,Central,33,142.17,4691.61,2148.01,Brent Morris
ORD-1766605,2023-08-09,SKU-007,Electronics Item SKU-007,Electronics,Campbell-Clark,South,44,350.42,15418.48,9925.02,Jeffrey Taylor
ORD-4071377,09/22/2023,SKU-010,Food & Beverage Item SKU-010,Food & Beverage,Marshall-Petersen,North,47,55.11,2590.17,1363.84,Stephanie Pena
ORD-2625688,29-Mar-2023,SKU-021,Furniture Item SKU-021,Furniture,Riggs PLC,East,11,228.37,2512.07,1340.74,Johnny Williams
ORD-6551272,09/06/2023,SKU-033,Furniture Item SKU-033,Furniture,Christensen PLC,West,11,795.22,8747.42,3678.77,Tiffany Holt
ORD-5329433,2023-02-10,SKU-026,Food & Beverage Item SKU-026,Food & Beverage,"Shields, Cochran and Adams",South,16,30.2,483.2,247.79,Kathryn Fletcher
ORD-1200078,2023-06-19,SKU-025,Office Supplies Item SKU-025,Office Supplies,Nolan-Flynn,West,21,80.26,1685.46,810.94,Craig Franklin
ORD-8964761,30/08/2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,"Harris, Collins and Carney",West,15,94.33,1414.95,641.15,Jacob Bishop
ORD-6919532,24/01/2023,SKU-003,Clothing Item SKU-003,CLOTHING,White-Green,Central,10,158.51,1585.1,,Darrell Hernandez
ORD-5306182,13-Dec-2023,SKU-007,Electronics Item SKU-007,ELECTRONICS,"Ramirez, Strickland and Washington",East,30,932.57,27977.1,16290.53,Sarah Cook
ORD-3158613,25-Nov-2023,SKU-022,Food & Beverage Item SKU-022,Food & Beverage,Morton-Chase,West,47,59.95,2817.65,1668.52,Jennifer Norton
ORD-7245694,2023-09-02,SKU-003,Clothing Item SKU-003,CLOTHING,"Ramirez, Strickland and Washington",Central,-33,25.91,855.03,402.7,Deanna Jones
ORD-4376025,2023-04-25,SKU-038,Office Supplies Item SKU-038,Office Supplies,"Adams, Christian and Rivas",South,12,42.07,504.84,256.21,Angela King
ORD-6837016,09/05/2023,SKU-012,Electronics Item SKU-012,ELECTRONICS,Campbell-Clark,East,14,209.75,2936.5,1571.18,David Mcguire
ORD-2128629,11/28/2023,SKU-029,Furniture Item SKU-029,FURNITURE,Baxter Inc,East,17,109.58,1862.86,,Jasmine Wright
ORD-6207848,2023-05-18,SKU-002,Electronics Item SKU-002,ELECTRONICS,Walsh LLC,Central,30,71.09,2132.7,1147.05,Kari Pruitt
ORD-1448978,11/12/2023,SKU-002,Electronics Item SKU-002,electronics,Christensen PLC,West,40,507.56,20302.4,9570.6,Louis Armstrong
ORD-1942411,14/06/2023,SKU-037,Electronics Item SKU-037,Electronics,"Hurst, Freeman and Nelson",South,4,745.76,2983.04,1641.49,Benjamin Murray
ORD-2656537,04/25/2023,SKU-099,Office Supplies Item SKU-099,Office Supplies,Arnold Ltd,North,72,52.19,,3540.02,Maureen Carroll
ORD-3766469,05/12/2023,SKU-099,Office Supplies Item SKU-099,OFFICE SUPPLIES,"Mcdaniel, Bentley and Mclaughlin",West,60,29.44,1766.4,1691.82,Kyle Watkins
ORD-4851254,2023-01-28,SKU-034,Furniture Item SKU-034,Furniture,"Hensley, Powell and David",North,23,158.67,3649.41,1953.69,Wendy Vargas
ORD-4498563,02/01/2023,SKU-029,Furniture Item SKU-029,Furniture,Figueroa PLC,Central,27,178.56,4821.12,2714.62,Timothy Hicks
ORD-7412772,08-Apr-2023,SKU-001,Electronics Item SKU-001,Electronics,Nolan and Sons,East,48,280.55,13466.4,8532.95,Jessica Beck
ORD-1486424,13/03/2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,Abbott-Munoz,South,29,40.8,1183.2,542.44,Ashley Patel
ORD-4157389,06/18/2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,"Snyder, Campos and Callahan",North,3,10.39,31.17,15.29,Linda Martinez
ORD-4142222,01/01/2023,SKU-014,Electronics Item SKU-014,Electronics,"Harvey, Davis and Crane",Central,20,673.23,13464.6,,Richard Smith
ORD-2121337,2023-04-24,SKU-004,Furniture Item SKU-004,Furniture,Short-Garcia,West,38,111.65,4242.7,2534.99,Jillian Nelson
ORD-5283210,09-Aug-2023,SKU-026,Food & Beverage Item SKU-026,Food & Beverage,"West, Henderson and Ramirez",East,12,4.92,59.04,34.04,Jeffrey Koch
ORD-7978758,2023-01-29,SKU-013,Electronics Item SKU-013,Electronics,Perez Inc,West,36,1139.04,41005.44,22514.31,Kristen Burch
ORD-3038413,11-Mar-2023,SKU-001,Electronics Item SKU-001,Electronics,Curry Inc,North,38,153.16,5820.08,2645.85,Rachel Morris
ORD-8466983,2023-10-01,SKU-011,Office Supplies Item SKU-011,office supplies,"Adams, Christian and Rivas",Central,43,6.06,260.58,94.62,Michael Montoya
ORD-5890613,2023-09-27,SKU-038,Office Supplies Item SKU-038,OFFICE SUPPLIES,"Higgins, Strickland and Martin",West,48,88.79,4261.92,2082.8,Kenneth Gonzalez
ORD-5362068,23-Dec-2023,SKU-010,Food & Beverage Item SKU-010,Food & Beverage,Walker Ltd,West,1,15.85,,10.6,Michael Rivera
ORD-5647258,12-Mar-2023,SKU-010,Food & Beverage Item SKU-010,food & beverage,Henderson-Bernard,West,23,29.54,679.42,364.56,Melissa Robinson
ORD-2678642,07/16/2023,SKU-023,Office Supplies Item SKU-023,Office Supplies,Arnold Ltd,East,13,130.33,1694.29,,Amy Webb
ORD-4195751,2023-05-05,SKU-020,Food & Beverage Item SKU-020,FOOD & BEVERAGE,"Burke, Martinez and Riggs",Central,32,38.72,1239.04,766.15,James Jacobs
ORD-2318772,16/06/2023,SKU-019,Electronics Item SKU-019,Electronics,Dickson-Brady,West,12,334.51,4014.12,2147.45,Phillip Rodriguez
ORD-8445639,2023-05-09,SKU-033,Furniture Item SKU-033,Furniture,Short-Garcia,East,40,527.32,21092.8,10908.61,Matthew Carpenter
ORD-9221210,06/09/2023,SKU-012,Electronics Item SKU-012,Electronics,"Martin, Rose and Obrien",West,5,745.98,3729.9,2245.78,Sarah Garza
ORD-7334239,24/10/2023,SKU-001,Electronics Item SKU-001,Electronics,Hernandez Inc,East,34,440.2,14966.8,9192.69,Debra Avery
ORD-8884051,11-Feb-2023,SKU-030,Office Supplies Item SKU-030,Office Supplies,Moore-Bass,Central,50,105.16,5258.0,2155.18,Linda Reed
ORD-5117463,16/04/2023,SKU-027,Clothing Item SKU-027,Clothing,"Martin, Rose and Obrien",Central,19,249.82,4746.58,1992.13,Wesley Morris
ORD-5838878,01/03/2023,SKU-035,Clothing Item SKU-035,Clothing,Medina-Navarro,South,31,205.48,6369.88,3048.82,Michael Walsh
ORD-7848369,24-Jul-2023,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,Walker Ltd,Central,19,27.6,524.4,349.68,Christine Taylor
ORD-7961552,2023-09-02,SKU-027,Clothing Item SKU-027,Clothing,Blake and Sons,Central,28,218.11,6107.08,2615.78,Paul Wilkerson
ORD-6386017,2023-11-21,SKU-018,Food & Beverage Item SKU-018,Food & Beverage,Jones Inc,North,34,16.69,567.46,290.1,Sarah Price
ORD-1429114,2023-12-27,SKU-098,Office Supplies Item SKU-098,office supplies,"Watts, Robinson and Nguyen",South,61,7.84,478.24,463.48,Jeffrey Lucas
ORD-1957514,11-Nov-2023,SKU-013,Electronics Item SKU-013,Electronics,Wells Inc,East,1,394.02,394.02,188.72,Johnny Jones
ORD-3504019,2023-10-16,SKU-002,Electronics Item SKU-002,Electronics,"Washington, Ryan and Cummings",East,46,467.13,21487.98,10921.13,Jacob Valentine
ORD-5120538,22/04/2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,"Wright, Garcia and Deleon",West,14,8.73,122.22,77.56,Christopher Horn
ORD-9988061,08-Apr-2023,SKU-027,Clothing Item SKU-027,Clothing,Rasmussen LLC,South,19,155.41,2952.79,1335.24,George Gutierrez
ORD-2125874,02/13/2023,SKU-014,Electronics Item SKU-014,Electronics,"Mccall, Hanson and Alvarado",Central,2,250.56,501.12,278.4,Christina Banks
ORD-8302025,29-Mar-2023,SKU-027,Clothing Item SKU-027,Clothing,Lee-Davis,South,49,36.39,1783.11,561.65,Jamie Williams
ORD-3268836,03-May-2023,SKU-016,Furniture Item SKU-016,FURNITURE,Curry Inc,Central,4,105.03,420.12,,Steven Glover
ORD-8800390,2023-03-21,SKU-025,Office Supplies Item SKU-025,OFFICE SUPPLIES,Henderson-Bernard,South,32,8.33,,104.37,Wendy Griffin
ORD-6103128,03/16/2023,SKU-019,Electronics Item SKU-019,ELECTRONICS,Henderson-Bernard,South,35,764.98,26774.3,12222.62,Sonia Weeks
ORD-3618252,25-Sep-2023,SKU-025,Office Supplies Item SKU-025,OFFICE SUPPLIES,"Guzman, Hoffman and Baldwin",South,27,99.21,2678.67,1393.67,Tammy Hale
ORD-4725540,2023-03-04,SKU-015,Furniture Item SKU-015,Furniture,Cortez LLC,North,9,871.16,7840.44,3685.34,Courtney Perez
ORD-7307818,25/06/2023,SKU-011,Office Supplies Item SKU-011,office supplies,White-Estes,South,24,117.57,2821.68,1054.07,Christine Morris
ORD-1248806,2023-01-21,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,Dickson-Brady,East,35,22.04,771.4,538.58,Tony Carpenter
ORD-8609231,06-Jun-2023,SKU-006,Furniture Item SKU-006,Furniture,"Robinson, Jones and Welch",West,13,423.35,5503.55,3199.71,Jennifer Marshall
ORD-5459646,15/11/2023,SKU-003,Clothing Item SKU-003,Clothing,"Rivera, Johnson and Wiley",Central,28,94.05,2633.4,1027.63,Morgan Davenport
ORD-5003136,11/28/2023,SKU-018,Food & Beverage Item SKU-018,Food & Beverage,Williams and Sons,Central,31,38.65,1198.15,736.88,Ashley Smith DDS
ORD-7223752,08/16/2023,SKU-004,Furniture Item SKU-004,Furniture,Campbell-Clark,North,42,100.61,4225.62,2003.81,Nicholas Eaton
ORD-1062026,02/08/2023,SKU-013,Electronics Item SKU-013,electronics,Hancock and Sons,East,20,371.98,7439.6,4320.36,Melissa Owens
ORD-8851786,12-Nov-2023,SKU-002,Electronics Item SKU-002,Electronics,White-Estes,North,49,963.98,47235.02,22009.74,Jenna Knox
ORD-8506955,04/16/2023,SKU-030,Office Supplies Item SKU-030,OFFICE SUPPLIES,Lewis-Murphy,West,27,95.68,2583.36,998.67,Joshua Cannon
ORD-2785378,12/07/2023,SKU-007,Electronics Item SKU-007,Electronics,Johnson-Rogers,East,33,1132.61,37376.13,22261.88,Sara Greer
ORD-7993284,04-Feb-2023,SKU-003,Clothing Item SKU-003,Clothing,Dudley Group,South,46,132.69,6103.74,2202.9,Eric Munoz
ORD-5523281,11/25/2023,SKU-007,Electronics Item SKU-007,electronics,Walker-Jones,West,2,487.62,975.24,558.98,Jordan Mccoy
ORD-6127318,2023-02-21,SKU-021,Furniture Item SKU-021,furniture,"Smith, Gilmore and Johnston",West,38,310.99,11817.62,5830.55,Stephanie Hawkins
ORD-8684648,17-Jan-2023,SKU-035,Clothing Item SKU-035,clothing,"Mcclure, Ward and Lee",East,2,142.26,284.52,105.15,Brittney Cordova
ORD-7240352,12-Jun-2023,SKU-030,Office Supplies Item SKU-030,office supplies,"Gould, Marshall and Scott",West,44,31.86,1401.84,605.89,Rita Jones
ORD-2852877,12-Sep-2023,SKU-023,Office Supplies Item SKU-023,Office Supplies,Meadows PLC,East,11,6.22,68.42,37.14,Timothy Perkins
ORD-5474830,21/07/2023,SKU-099,Office Supplies Item SKU-099,OFFICE SUPPLIES,Sandoval-Cunningham,South,72,81.75,5886.0,5707.57,Monica Miller
ORD-7876886,27/07/2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,"Rivera, Johnson and Wiley",East,71,39.48,2803.08,2727.39,Philip Johnson
ORD-9414832,2023-11-01,SKU-001,Electronics Item SKU-001,electronics,Williams-Cook,South,6,941.11,5646.66,2843.89,Lindsey Browning
ORD-8425126,26/01/2023,SKU-034,Furniture Item SKU-034,Furniture,Newton and Sons,Central,41,295.15,,5273.65,Colleen Joyce
ORD-7178762,01/08/2023,SKU-013,Electronics Item SKU-013,electronics,"Tran, Jordan and Williams",West,13,700.71,9109.23,5265.0,Mr. Jeffery Lee
ORD-1919587,06/28/2023,SKU-021,Furniture Item SKU-021,Furniture,Salazar-Ball,Central,5,559.28,2796.4,1582.7,Susan Cox
ORD-5380387,01-Apr-2023,SKU-006,Furniture Item SKU-006,Furniture,Dickson-Brady,South,26,107.55,2796.3,1636.47,Kristen Lopez
ORD-3632201,11/22/2023,SKU-022,Food & Beverage Item SKU-022,FOOD & BEVERAGE,Frazier Inc,East,41,54.44,2232.04,,Elizabeth Deleon
ORD-5246633,2023-01-13,SKU-037,Electronics Item SKU-037,Electronics,"Wright, Garcia and Deleon",South,42,988.85,41531.7,24805.69,Michelle Howard
ORD-8055273,18-Oct-2023,SKU-004,Furniture Item SKU-004,FURNITURE,"Hensley, Powell and David",Central,22,481.82,10600.04,6054.07,Dawn Collins
ORD-7521962,05/11/2023,SKU-022,Food & Beverage Item SKU-022,Food & Beverage,Garcia-James,South,22,65.82,1448.04,779.85,John Owens
ORD-7520383,01/04/2023,SKU-013,Electronics Item SKU-013,Electronics,Wright and Sons,West,37,746.73,27629.01,14107.93,Mary Durham
ORD-3046457,24/05/2023,SKU-010,Food & Beverage Item SKU-010,Food & Beverage,Scott Ltd,South,16,27.33,437.28,248.85,Charles Hardin
